Wort,Anzahl
erzjanj,1
erzya,1
es,14
es.wikipedia.org,4
es_es,3
esc,1
escape,1
esileht,4
espa,13
espanol,1
esperanto,8
estonian,1
estreme,3
et,9
et.wikipedia.org,2
etna,2
etusivu,2
eu,12
eu.wikipedia.org,2
euskara,7
even,1
evenodd,13
event,1
events,1
everyone,3
ev?,1
ew,2
ewe,1
ex,1
exact,1
example,1
except,1
exception,1
exception_or_limitation_popup,1
exceptions,1
exists,1
expand,4
expansion,2
expansiondepth,1
expensive,1
expensivefunctioncount,1
expires,3
expires.togmtstring,1
expiry,3
expiry.gettime,1
expiry.settime,1
explore,1
export,1
ext,8
ext.centralauth.centralautologin,1
ext.centralnotice.geoip,1
ext.centralnotice.startup,1
ext.eventlogging.subscriber,1
ext.gadget.ajaxquickdelete,1
ext.gadget.collapsibletemplates,1
ext.gadget.fastcci,1
ext.gadget.languageselect,1
ext.gadget.long,2
ext.gadget.slideshow,1
ext.gadget.stockphoto,1
ext.gadget.uploadwizard,1
ext.gadget.watchlistnotice,1
ext.gadget.wikiminiatlas,1
ext.gadget.zoomviewer,1
ext.globalcssjs.site,1
ext.globalcssjs.site.styles,1
ext.globalcssjs.user,1
ext.globalcssjs.user.styles,1
ext.navigationtiming,1
ext.tmh.thumbnail.styles,1
ext.uls.compactlinks,1
ext.uls.eventlogger,1
ext.uls.init,1
ext.uls.interface,1
ext.uls.pt,1
ext.visualeditor.desktoparticletarget.init,1
ext.visualeditor.desktoparticletarget.noscript,1
ext.visualeditor.targetloader,1
ext.wikimediabadges,1
ext.wikimediaevents,1
ext.wikipedia.org,2
external,5
extiw,18
extremaduran,1
ez,1
ezh,1
ezzahra,2
e?,1
f,95
f0,16
f1,1
f2n?,1
f3t,1
f4,1
f4e3ca,1
f4eed7,1
f5,1
f6,1
f6hxg,1
f6w,1
f8,1
fa,22
fa.wikipedia.org,2
facebook,1
fad67d,8
fair,2
faka,2
fallbacksearchbutton,1
false,16
family,4
fandraisana,2
fanhaluman,2
faq,3
faqja,2
faqja_kryesore,2
faroese,1
favicon,1
fb,1
fcss,1
fd,3
fdfcf8,1
featured,13
featuredfeed,4
features,1
feb,1
february,1
feed,8
feedformat,4
feeds,1
feel,1
fefhfh,1
fesipapira,2
fe?,1
ff,7
ff.wikipedia.org,2
ffc200,1
fff,10
fg,1
fh,2
fhi,1
fi,11
fi.wikipedia.org,2
fiefia,1
field_10_1,1
field_description_below,1
field_sublabel_below,1
fieldset,2
fiji,3
fijian,1
file,38
file:generic_camera_icon.svg,1
file:mezquita_de_malek,2
file:ringing,1
file:ringing_chest_lock.flac,1
files,6
fill,86
find,4
finish,1
finnish,1
firm,1
first,2
firstheading,2
fiu,4
fix.js,1
fixed,6
fj,4
fj.wikipedia.org,2
fk,1
flac,3
flags,1
flemish,1
floatnone,1
floatright,2
fm,1
fo,8
fo.wikipedia.org,2
focus,3
folen,1
folen_dre,1
follow,1
following,3
font,44
fontello,2
fontello.css,1
fonts,2
fonts.googleapis.com,1
food,1
footer,42
form,11
format,2
fors,8
forside,4
fossils,1
foundation,3
foundation.wikimedia.org,2
fr,15
fr.wikipedia.org,4
fran,10
fran_pes,1
franca,2
frbr,1
frbr:translation,39
frbr:translationof,39
free,22
freeculturalworks_seal_x2,1
freedomdefined.org,2
freedoms,2
freely,4
freie,2
french,1
frequently,1
frequently_asked_questions,3
frisian,3
friulian,1
from,13
frontispico,2
frp,4
frp.wikipedia.org,2
frr,4
frr.wikipedia.org,2
frysk,3
ft,3
ftsiet,2
ftt,1
fu,1
fulah,1
fulfill,1
fulfulde,2
full,1
fulllist,1
fulltext,2
function,20
functions.js,1
fundraising,2
fur,4
fur.wikipedia.org,2
furlan,2
fuula,1
fuula_dura,1
fxm,1
fy,6
fy.wikipedia.org,2
f?,1
g,132
g.async,1
g.defer,1
g.src,1
g.type,1
g0t,1
g2,1
g4,1
g46c,1
g7,1
g_,1
ga,8
ga.async,1
ga.js,1
ga.src,1
ga.type,1
ga.wikipedia.org,2
gaeilge,3
gaelg,2
gaelic,1
gag,4
gag.wikipedia.org,2
gagana,2
gagauz,3
galaxies,1
galega,1
galego,7
galician,1
gan,5
gan.wikipedia.org,2
gan_wiki,1
ganda,1
garde,1
gb,1
gbd,1
gbg,1
gc,1
gchoice_10_1_0,1
gchoice_10_1_1,1
gchoice_10_1_2,1
gchoice_10_1_3,1
gchoice_10_1_4,1
gd,5
gd.wikipedia.org,2
ge,1
generated,1
generator,1
generic,1
generic_camera_icon.svg,3
generic_camera_icon.svg.png,3
geophysical,1
georgian,1
german,4
get,3
get_this,1
gettime,1
gf_other_choice,2
gfdl,1
gfield,1
gfield_label,1
gfield_radio,1
gform_10,1
gform_button,1
gform_submit_button_10,1
gform_wrapper,1
gform_wrapper_10,1
ggg,3
ggina,2
ghuillag,2
gil,1
gilaki,1
gina,6
gine,1
ginput_container,1
ginput_container_radio,1
give,2
given,1
gl,11
gl.wikipedia.org,2
glavna,6
glavna_stran,2
glavna_stranica,3
glavna_stranica_,1
glk,4
glk.wikipedia.org,2
global,5
gn,4
gn.wikipedia.org,2
go,5
goan,1
gom,4
gom.wikipedia.org,2
gon,1
google,3
gor,3
gor.wikipedia.org,1
gorontalo,1
got,4
got.wikipedia.org,2
gothic,1
gou,1
gp,1
gr,1
gradienttransform,2
gradientunits,5
grand,1
greek,1
green,1
gs,2
gsw,3
gu,6
gu.wikipedia.org,2
guarani,1
guide,5
gujarati,2
gure,1
gurmukh,1
gutisk,1
gv,5
gv.wikipedia.org,2
gx,1
g?,1
h,94
h1,6
h2,15
h2tg,1
h3,30
h4,1
h5,1
h6,2
h8e,1
h9,1
h_5,1
ha,9
ha.wikipedia.org,2
haadside,4
haaptblatt,2
haapts,4
hafan,4
haitian,1
hak,9
hak.wikipedia.org,2
hakka,1
hal,1
hala,1
halaman,3
halaman_bungaliyo,1
halaman_utama,2
hambili,1
hambili_tarkerazu,1
hangugeo,2
hans,8
hant,2
has,1
hase,1
hau,1
hau_k,1
haudsiede,3
haudsiede_commons,1
hauptsaitn,2
hauptseite,2
hausa,3
have,3
haw,4
haw.wikipedia.org,2
hawai,2
hawaiian,1
hayani,2
hayeren,2
hb,2
hc,2
hd,4
hdf,1
hdr.jpg,1
he,9
he.wikipedia.org,2
head,10
header,13
headertext,5
hear,2
heart,1
hebr,1
hebrew,1
height,74
hello,1
hello_ja,1
help,5
help:contents,1
help_,1
help_appropriate_credit_popup,1
help_attribution_help,1
help_commercial_purposes_popup,1
help_disclaimer_popup,1
help_exception_or_limitation_popup,1
help_indicate_changes_popup,1
help_mediation_and_arbitration_popup,1
help_panel,11
help_publicity_privacy_or_moral_rights_popup,1
help_same_license_popup,1
help_some_kinds_of_mods_popup,1
help_technological_measures_popup,1
helper,1
helpid,3
helplink,10
helplinkelem,3
here,3
herero,1
hese,1
hesen,1
hest,1
hi,13
hi.wikipedia.org,2
hidden,9
hiddenlanguageinput,1
hide,3
hideprefix,1
hif,5
hif.wikipedia.org,2
highest,1
highlights,2
highly,1
hik,1
hina,1
hind,2
hindi,4
history,4
hiyaw,2
hj,2
hk,2
hlavn,8
hlist,15
hlje,1
hll,1
hmukh,1
hn,1
hnn,1
hoamseitn,2
hoja,1
home,2
hoofdpagina,4
hore,2
hornjoserbsce,3
hosted,2
hosts,1
houptsyte,2
hovedside,2
hovudside,4
how,3
how_to_contribute,1
however,2
hq,1
hr,16
hr.wikipedia.org,2
href,1079
hreflang,347
hro,1
hrvatski,7
hsb,6
hsb.wikipedia.org,2
ht,4
ht.wikipedia.org,2
html,13
html5shiv,1
http,47
https,463
hu,11
hu.wikipedia.org,2
huatl,3
huatlaht,1
hulontalo,1
human,1
hungarian,1
huvudsida,2
hw,1
hx,2
hy,11
hy.wikipedia.org,2
hz,5
hz.wikipedia.org,1
hà,1
h?f,1
i,96
i2q,1
i3v,1
i40b,1
i5,2
i8,1
ia,10
ia.wikipedia.org,2
ib3a,1
ic,1
icelandic,1
icon,55
icon.svg,1
icons,7
id,302
id.wikipedia.org,2
id324715238,1
idatx,2
identifier,1
identify,1
identifying,1
idhlig,2
idiomas,1
ido,3
idsite,1
ie,8
ie.css,1
ie.wikipedia.org,2
iend,2
if_i_derive_or_adapt_material_offered_under_a_creative_commons_license,1
ig,4
ig.wikipedia.org,2
igbo,3
igina,2
ihdr,2
ihi,1
ihu,1
ihu_m,1
iii,2
ij,2
ik,6
ik.wikipedia.org,2
ikhasi,1
ikhasi_elikhulu,1
il,6
illustrators,2
ilo,4
ilo.wikipedia.org,2
ilokano,2
iloko,1
im,1
image,7
images,24
imagetoolbar,1
img,35
important,2
ina,11
include,2
includes,5
including,1
independent,1
index,1
index.php,15
indicate,2
indicate_changes_popup,1
indication,2
indicators,1
indonesia,7
indonesian,1
info,15
information,4
information.png,1
inga,1
ingush,1
inh,3
inh.wikipedia.org,1
initial,2
inline,1
inner,5
input,29
input_10_1,1
input_10_1_other,1
inspiration,1
intangiriro,2
integrity,3
intend,1
intended,2
interested,1
interface,1
intergovernmental_organizations,1
interlanguage,593
interlingua,4
interlingue,3
international,2
interwiki,296
intrada,2
inuktitut,3
inupiaq,1
io,4
io.wikipedia.org,2
ios,2
ip,3
ipali,2
iphepha,1
iphepha_elingundoqo,1
iq,1
iqk,1
ir,2
ira,1
iran,1
irish,1
iron,1
is.wikipedia.org,2
isixhosa,2
isizulu,2
islands,1
it's,3
it.wikipedia.org,4
italian,1
italiano,11
item,104
item's,1
itemprop,2
its,1
itunes.apple.com,1
iu,5
iu.wikipedia.org,2
ivrit,2
iwoo,1
iy,3
iyis,1
iyn,2
iz,1
iú4,1
i?,1
i?,1
i?m,1
i?,1
i?,1
j,71
j.w,1
ja,18
ja.wikipedia.org,5
jam,3
jam.wikipedia.org,1
jamaican,1
jan,1
january,1
japanese,1
japur,1
javanese,1
javascript,20
jawa,2
jb,3
jbo,4
jbo.wikipedia.org,2
jbw?,1
jc,3
jd,2
je,5
jetpack,2
jf,2
jg,3
jh,4
ji,3
jina,1
jj,3
jk,1
joo,1
journalism,1
journals,2
jp,1
jpg,1
jquery,2
jqû,1
jrmtbc,1
js,28
jsl10n,80
jt,1
ju,1
jul,1
july,1
jump,5
jun,1
june,1
jurisdiction,1
jurisdictions.css,1
jv,7
jv.wikipedia.org,2
jx,2
jy,1
jyu5,1
jyut6,1
jz,1
j?c,1
j?,1
j?,1
k,82
k3,1
k4,1
k4q,1
k68vbdejh4u,1
k7,1
k9,1
ka,15
ka.wikipedia.org,2
ka_papa_kinohi,1
kaa,4
kaa.wikipedia.org,2
kab,5
kab.wikipedia.org,2
kabardian,1
kabiye,1
kabyle,1
kaca,1
kaca_utama,1
kalaallisut,3
kalmyk,1
kalpak,1
kanna,1
kannada,2
kanuri,2
kapampangan,3
kara,1
karachay,1
karelian,1
kartuli,2
kashmiri,2
kashubian,1
kasz,2
kazakh,1
kb,1
kbd,4
kbd.wikipedia.org,2
kbp,3
kbp.wikipedia.org,1
kbs,1
kc,1
kel,1
kerman,3
kernewek,1
kernowek,1
keu,1
key,4
keyup,1
kezd,4
kg,4
kg.wikipedia.org,2
kh,1
kha,1
khm,1
khmer,1
ki,6
ki.wikipedia.org,2
kievica,2
kikuyu,1
king,1
kinohi,1
kinyarwanda,3
kirundi,2
kiswahili,2
kk,13
kk.wikipedia.org,2
kkk,1
kl,4
kl.wikipedia.org,2
km,7
km.wikipedia.org,2
kn,6
kn.wikipedia.org,2
know,1
knowledge,2
ko,14
ko.wikipedia.org,2
koi,4
koi.wikipedia.org,2
komi,4
kompletna,1
kongo,3
konkani,1
konknni,2
korean,1
kp,2
kpp,1
kr,6
kr.wikipedia.org,1
krataafa,1
krataafa_titiriw,1
krc,4
krc.wikipedia.org,2
krey,2
kryesore,2
ks,5
ks.wikipedia.org,2
ksh,4
ksh.wikipedia.org,2
kskin,1
kt,1
ktd,1
ktm,1
ku,8
ku.wikipedia.org,2
kumlapa,2
kurd,4
kurdish,2
kv,4
kv.wikipedia.org,2
kw,4
kw.wikipedia.org,2
kxdh,1
ky,4
ky.wikipedia.org,2
kyrgyz,2
kyryk,1
kz,1
k?,1
l,90
l'enciclopedia,2
l2a,1
l2b,1
l5c,1
l_,1
la,18
la.wikipedia.org,2
la:ovdasiidu,1
la_primera_hoja,1
laao,1
label,44
label_10_1_0,1
label_10_1_1,1
label_10_1_2,1
label_10_1_3,1
labelledby,17
lac,1
lad,6
lad.wikipedia.org,2
ladino,3
lak,2
lalikulu,1
laman,3
laman_utama,2
laman_utamo,1
landscapes,1
lang,832
lang1,1
lang10,1
lang2,1
lang3,1
lang4,1
lang5,1
lang6,1
lang7,1
lang8,1
lang9,1
langbar,1
langlinks,2
langlist,12
language,11
language_icon_x2,1
languages,7
langues,1
lao,1
lap,2
large,3
last,2
lastmod,1
latest,1
latestfiles,1
latga,2
latgalian,1
latin,1
latina,4
latn,4
latvian,1
latvie,3
latviski,3
lau,1
law,1
lawyer,1
lb,7
lb.wikipedia.org,2
lbe,4
lbe.wikipedia.org,2
lc,1
le,1
lea,1
learn,3
learning,1
leboa,2
left,9
left:none,1
legal,5
legalcode,2
legally,1
leht,1
lehtpol,1
lelikhulu,1
lelo,1
leqephe,1
leqephe_la_pele,1
letlakala,1
letlakala_la_pele,1
levu,1
lez,4
lez.wikipedia.org,2
lezghian,1
lezgi,1
lfn,3
lfn.wikipedia.org,1
lg,4
lg.wikipedia.org,2
lgarski,2
lh,2
li,1778
li.wikipedia.org,2
libera,2
libos,1
library,1
libre,5
libs,1
license,55
license_code,1
license_versions,3
licensed,2
licensed_works_prohibited,1
licenses,12
licensing,2
licensor,2
lietuvi,7
life,2
ligure,1
ligurian,1
lij,4
lij.wikipedia.org,2
likhasi,1
likhasi_lelikhulu,1
limburgish,1
limburgs,2
limit,13
limitation,1
limitations,1
limitreport,3
line,3
lineargradient,14
linecap,6
linejoin,2
ling,2
lingala,1
lingua,2
lingvoj,1
link,680
linked,1
linking,1
links,19
links.android,1
links.ios,1
links.other,1
links.title,1
list,13
list_of_wikipedia_mobile_applications,1
list_of_wikipedias,2
lista,1
lista_de_wikipedias,1
liste_des_wikip,1
listed,1
listinfo,1
lists,1
lists.wikimedia.org,1
literature,1
lithuanian,1
livre,2
livvi,1
livvinkarjala,1
lj,3
lli,1
lmo,4
lmo.wikipedia.org,2
ln,4
ln.wikipedia.org,2
lo,4
lo.wikipedia.org,2
load,1
load.php,6
loaded,1
loader,2
loading,1
local,1
localized,1
location,1
lock,1
lock.flac,1
log,4
logged,1
login,1
login.wikimedia.org,1
logo,27
logo.jpg,1
logo.svg,27
logo.svg.png,27
logo_black,2
logo_black.svg,3
logo_black.svg.png,3
logo_sister,23
lojban,3
lok,2
lombard,1
long,2
love,5
low,2
lower,1
lr,1
lrc,4
lrc.wikipedia.org,2
ls,1
lt,14
lt.wikipedia.org,2
lte,1
ltg,4
ltg.wikipedia.org,2
ltr,41
lu,2
lua,2
luganda,2
lumbaart,2
luri,1
luxembourgish,1
lv,11
lv.wikipedia.org,2
ly,1
lz,1
lzc,1
lzh,3
lzisch,2
l?,1
m,80
m0,4
m120,1
m126.15,1
m139.33,1
m141.66,1
m142.45,1
m150.33,1
m166.93,1
m168.91,1
m19,1
m19.74,1
m196.43,1
m2,2
m20.36.06c,1
m200.59,1
m203.7,1
m213,1
m213.33,1
m225.13,1
m26.2,1
m267.17,1
m288.7,1
m289.83,1
m292.56,1
m294.4,1
m316.6,1
m32.19,1
m339.42,1
m36.4,1
m38.06,1
m4.375,4
m450,1
m511,3
m540,1
m55.27,1
m56.13,1
m57.2,1
m649,2
m69.73,1
m74,1
m75.33,1
m75.84,1
m840,1
m90.09,1
m91.48,1
m91.66,1
m9z?n,1
m:wikimedia,1
ma,4
macedonian,1
made,2
maestra,1
magnify,7
magyar,7
mahuluk,1
mai,4
mai.wikipedia.org,2
mail,2
mailman,1
mailto:info,2
main,36
main_page,43
mainpage,2
maithil,1
maithili,1
make,1
makedonski,1
makpi,2
malagasy,4
malay,1
malayalam,2
malaysia,3
malek,3
malqar,1
maltese,1
malti,3
man4jin4,1
mandatory,2
manipuri,1
manner,1
manuals,1
manx,1
maori,1
map,4
mappadec,2
maps,1
mar,1
marathi,2
march,1
margaluri,1
margin,15
mari,3
marij,1
marine,1
marking,1
markup,1
mary,1
masthead,1
material,11
materials,1
math.floor,1
mathematics,1
matrix,6
max,7
maxcdn.bootstrapcdn.com,2
may,12
mazanderani,1
mb,4
mbps,1
mby,1
mc,2
mcr?e,1
md,12
mdash,7
mdf,4
mdf.wikipedia.org,2
me,2
mean,1
measures,2
mechanical,1
media,14
mediacontainer,1
mediation,2
mediawiki,18
mediawiki.legacy.commonprint,1
mediawiki.legacy.shared,1
mediawiki.name,1
mediawiki.page.ready,1
mediawiki.page.startup,1
mediawiki.searchsuggest,1
mediawiki.skinning.interface,1
mediawiki.slogan,1
mediawiki.ui.button,1
mediawiki.user,1
medicine,1
medium,1
meet,3
megiella,2
melayu,4
memory,1
memusage,1
menu,136
merely,1
meta,22
meta.wikimedia.org,13
metadata,3
metawiki.name,1
metawiki.slogan,1
method,1
metres,2
mezquita,1
mezquita_de_malek,8
mf,7
mg,9
mg.wikipedia.org,2
mhr,4
mhr.wikipedia.org,2
mi,4
mi.wikipedia.org,2
mien,2
mien_paij,1
mien_piej,1
min,13
min.js,1
min.wikipedia.org,2
minangkabau,4
mingrelian,1
mirand,3
mirandese,1
miya,1
mjr,1
mk,6
mk.wikipedia.org,2
ml,6
ml.wikipedia.org,2
ml5,1
mm,3
mmv.bootstrap.autostart,1
mmv.head,1
mn,4
mn.wikipedia.org,2
mnn,1
moa,1
mobile,9
mobileaction,1
mobileview,1
mode,1
modifications,1
modifications_and_adaptations_must_be_marked_as_such,1
modified,1
module,1
modules,7
mok,1
moksha,1
monetary,1
mongol,1
mongolian,1
month's,1
monthly,2
moral,1
more,20
mosque,5
most,1
motd,4
mountain,1
movement,1
mozaffari,1
mp,6
mp3,3
mpeg,1
mph,1
mpu,1
mq4,1
mr,8
mr.wikipedia.org,2
mrj,3
mrj.wikipedia.org,2
ms,14
ms.wikipedia.org,2
mt,7
mt.wikipedia.org,2
mtatarca,2
muamua,1
muk,2
mul,1
multilingual,1
museum,1
music,3
must,4
mv,1
mw,37
mw.config.set,3
mw.loader.implement,1
mw.loader.load,1
mw.loader.state,1
mw.mediawikiplayer.loader,1
mw.popupmediatransform,1
mw.tmhgalleryhook.js,1
mw.user.tokens.set,1
mw1249,2
mw1321,1
mwaisse,1
mwaisse_p,1
mwanzo,2
mwe_player_0,1
mwl,6
mwl.wikipedia.org,2
mwprovider,1
mwtitle,1
mwu,1
my,6
my.wikipedia.org,2
myanmarsar,1
myv,4
myv.wikipedia.org,2
mz,1
mzn,6
mzn.wikipedia.org,2
mzy,1
m?,1
m?,1
n,126
n0,1
n1,1
n5,1
n9,1
na,9
na.wikipedia.org,2
naaltsoos,1
nah,6
nah.wikipedia.org,2
nambawan,1
nambawan_pej,1
name,29
names,2
namespaces,5
nan,9
nan.wikipedia.org,2
naoero,2
nap,8
nap.wikipedia.org,2
napulitano,2
natural,1
nature,1
nauru,1
nav,11
nav.js,1
navajo,1
navigate,1
navigation,31
nawend,1
nayriri,1
nayriri_u,1
nb,3
nb?,1
nd,1
nda,1
ndonga,1
nds,14
nds.wikipedia.org,2
ndz,1
ne,9
ne.wikipedia.org,2
neapolitan,1
nearby,1
neashce,1
neashti,1
necessary,1
nederlands,10
nedersaksies,2
nedersaksisch,1
need,2
nep,1
nepal,1
nepali,1
neto,3
network,4
never,1
new,7
new.wikipedia.org,2
newari,1
newpp,1
news,1
next,1
ng,23
ng.wikipedia.org,1
nga,2
nglisc,3
ngudi,1
ngw,4
nh,2
nihongo,3
nik,2
nj,1
njm,1
nk,1
nka,2
nl,18
nl.wikipedia.org,4
nm,2
nm9,1
nmb,1
nn,9
nn.wikipedia.org,2
nnapulitano,1
nnu,1
no.wikipedia.org,2
node,2
nofollow,41
noimage,1
nojs,2
nomin,1
non,5
none,17
nonzero,4
noprint,5
nordfriisk,2
norfuk,3
normal,2
norman,1
normaund,1
norsk,12
northern,4
norwegian,2
noscript,10
note,1
noted,1
notext.svg,3
notext.svg.png,3
notice,6
notices,1
noun,1
nouormand,2
nov,5
nov.wikipedia.org,2
nova,2
november,1
novial,3
now,8
nox,2
nrf,2
nrm,2
nrm.wikipedia.org,2
nrsm3,1
ns,12
nski,3
nso,4
nso.wikipedia.org,2
nstab,1
nu,1
nuke,1
null,1
number,1
nv,4
nv.wikipedia.org,2
nw,1
nx,1
ny,8
ny.wikipedia.org,2
nyanja,1
nynorsk,5
nz,2
o,72
o6,1
o7,1
o9,1
object,20
objects,1
oc,6
oc.wikipedia.org,2
occitan,4
oceans,1
oct,1
october,2
odd,1
odia,1
oe,1
off,1
offset,41
og,1
og:image,1
ogg,4
ohi,1
ohtama,1
oi,1
oi?,1
oj,4
ol,10
old,2
old.wikipedia.org,1
oldest,1
oldid,3
olo,3
olo.wikipedia.org,1
olupapula,1
olupapula_olusooka,1
olusooka,1
olyk,1
om,6
om.wikipedia.org,2
omh,1
omhleathanach,2
onclick,1
one,3
onfocus,2
online,1
only,13
oo,1
ooo,1
oooyyyyyy,1
opacity,2
open,2
opensearch_desc.php,1
opensearchdescription,1
option,200
or.wikipedia.org,2
orange,3
org,28
org.wikipedia,1
organization,2
orgo,1
ori,2
origin,5
original,3
oromo,1
oromoo,2
orthography,1
os,8
os.wikipedia.org,2
oshiwambo,1
ossetic,1
ot,1
other,82
otherfields,2
otherproject,24
otherprojects,3
others,3
otherwise,2
otitikowin,2
otros,1
otsiherero,1
ou,1
oujh,1
our,11
out,5
output,1
outside,2
overlay,2
ow,1
own,3
owna,2
owny,1
oz,1
o?f,1
o?,1
o?x4,1
p,238
p4,1
p_,1
pa,15
pa.wikipedia.org,2
pache,1
pache_picarte,1
padding,32
pag,4
pag.wikipedia.org,2
page,71
page_d,1
page_item,2
pagelanguagecode,1
pagelanguagedir,1
pagene,1
pagene_prengep,1
pages,12
pagevariantfallbacks,1
paggena,2
paggena_prencepale,2
pagina,11
pagina_maestra,1
pagina_prima,1
pagina_prin,1
pagina_principal,4
pagina_principala,1
pagina_principale,2
pagine,1
pagjine,1
pagjine_princip,1
pagrindinis,2
pagrindinis_puslapis,2
pahila,1
pahila_panna,1
pahina,3
paij,1
painter,1
painters,1
paintings,1
paj,1
paj_prensipal,1
paje,1
paje_xef,1
pajina,2
pajina_prinsipa,2
pakli,2
palace,1
palatine,1
pali,1
pam,6
pam.wikipedia.org,2
pampanga,1
pamukha,1
pamuklat,2
panel,1
panels,1
pangasin,1
pangasinan,2
panginot,1
panginot_na_pahina,1
panid,2
panna,1
pap,4
pap.wikipedia.org,2
papa,1
papiamento,1
papiamentu,2
parent,3
parsed,1
parser,3
part,1
participate,4
participating,1
parties,1
pashto,1
past,1
path,72
patois,1
patrin,1
patroltoken,1
patta,1
pb,3
pc,1
pcd,6
pcd.wikipedia.org,2
pdc,4
pdc.wikipedia.org,2
pdf,1
peesi,1
peesi_tali_fiefia,1
peij,1
pej,1
peji,1
peji_rekutanga,1
pela,2
pela_seri,2
pele,2
pennsylvania,1
people,1
percipal,2
perem,1
permalink,1
permanent,2
permissions,2
permits,1
permitted,1
permyak,1
persian,1
personal,4
pes,1
pet,1
pf,3
pfl,4
pfl.wikipedia.org,2
ph,2
phaasaa,1
phasa,2
phmf,1
photo,1
photographer,1
photographers,3
photos,3
physics,1
pi,6
pi.wikipedia.org,2
picard,4
picarte,1
picture,7
pictures,3
piedmontese,1
piej,1
piemont,2
pih,4
pih.wikipedia.org,2
pisin,3
pitkern,3
piwik,2
piwik.js,1
piwik.php,2
pl,16
pl.wikipedia.org,5
place,1
placeholder,2
placement,1
places,8
plainlinks,5
planets,1
plantae,1
plattd,3
play,1
play.google.com,1
playing,1
please,4
plugins,2
plus,1
pm,1
pml,1
pms,4
pms.wikipedia.org,2
pmstsz,1
pnb,4
pnb.wikipedia.org,2
pnf,1
png,19
pnt,4
pnt.wikipedia.org,2
po,5
policies,3
policy,5
polish,1
politics,1
polski,9
pontiak,1
pontic,1
popover,1
popupbodyhtml,3
popupelem,3
popupid,3
popuptitlehtml,3
poqqpqmklx,1
port,2
portada,9
portada_galega,1
portal,13
portal:forside,2
portal:huvudsida,2
portalada,4
portalbanner_en_2018,4
portlet,2
portugu,13
portugues,1
portuguese,1
position,1
poslapis,1
post,2
post_type,17
postexpandincludesize,1
potd,5
powered,1
poweredby_mediawiki_132x47,1
poweredby_mediawiki_176x62,1
poweredby_mediawiki_88x31,1
poweredbyico,1
poxu?g,1
pp,2
ppgeneratednodes,1
ppvisitednodes,1
pr,8
preconnect,1
prefetch,2
preload,2
prencepale,2
prencipal,2
prengep,1
prensipal,1
preprocessor,2
pressing,1
previous,3
prima,2
primarily,1
primary,13
primera,1
primero,1
prin,3
princip,2
principal,9
principal_p,1
principala,2
principale,2
principali,2
prinsipa,2
prinsipal,1
print,6
print.css,1
print_export,3
printable,3
printfooter,1
printzipale,1
prior,1
privacy,8
privacy_policy,3
pro,1
problems,1
process,1
profit,5
profit_organization,1
progressive,2
prohibits,1
project,76
projects,4
pronunciation,1
properties,3
property,4
prota,1
prota_fr,1
protected,1
provide,4
prqml,1
prz,2
przod,4
ps,6
ps.wikipedia.org,2
pt,20
pt.wikipedia.org,4
pt_br,3
ptvk,1
public,3
publicity,1
publicity_privacy_or_moral_rights_popup,1
published,3
published_work,1
pump,2
pun,1
pun_bulung,1
punjabi,2
pure,3
purl.org,3
purpose,1
push,2
puslapis,2
puslopa,1
pvum,1
px,1
px9,1
pz,1
p?m,1
p?,1
p?,1
p?,1
p?,1
p?d,1
q,73
q0,1
q5296,3
q8,1
q8u,1
q9,1
qara,1
qaraqalpaqsha,2
qazaq,2
qc,1
qd,1
qe,1
qg,2
qhapaq,2
qhapaq_p,2
qi,2
qj,1
qo,2
qortsa,1
qp,2
qpc,1
qph,1
qr1,1
qt,1
qu,6
qu.wikipedia.org,2
quality,1
quechua,1
questions,1
quot,2
quotations,1
quote,1
qv,1
qy,1
q?6ylj,1
q?,1
q?o,1
q?,1
r,101
r2,1
r43,1
r6,2
r9,1
radialgradient,6
radio,5
radiofield,1
radiofield.is,1
radiofield.val,1
random,2
randomimage,1
range,1
rankings,1
rbaycanca,3
rblad,1
rdf,2
rdf2latex,1
rdfa,2
rdzong,1
re,1
read,1
readable,1
reader,5
readonly,2
ready,23
real,1
reasonable,1
recent,3
recentchanges,1
recentchangeslinked,1
rect,3
recursion,1
redirect,8
redirect.php,2
redistribute,1
reference,1
referer,1
referrer,5
rekutanga,1
rel,83
related,2
relationship,1
reminiscent,1
remix,9
remove,2
removeclass,1
reo,2
report,2
repository,2
reproduction,1
request,2
requests,1
require,2
required,1
requirements,1
requires,1
resource,6
resourceloaderdynamicstyles,1
restrict,1
restrictions,1
results,1
retain,1
retrieved,1
returnto,2
reuse,1
rev,39
reveal,4
review,1
revision,2
revisions,1
revoke,1
rh,3
right,4
right:none,1
rights,4
ringing_chest_lock.flac,4
ringing_chest_lock.flac.mp3,1
ringing_chest_lock.flac.ogg,1
rings,1
ripoarisch,2
riy,1
rj,2
rja,1
rk,8
rkce,2
rkmen,2
rlpagemodules,2
rm,7
rm.wikipedia.org,2
rms,2
rmy,4
rmy.wikipedia.org,2
rn,4
rn.wikipedia.org,2
ro,14
ro.wikipedia.org,2
roa,10
role,25
rom,7
romagnolo,1
romani,3
romanian,1
romanization,1
romansh,1
rootpage,1
rotate,3
round,8
row,12
royskt,3
rp,1
rpe,1
rq,2
rqym,1
rs,1
rsd,2
rsi,2
rss,4
rtl,22
ru,11
ru.wikipedia.org,5
rue,4
rue.wikipedia.org,2
rule,18
